ship_id,trx_id,space,speed,skill,defence,attack,morale,price
13107,7170,13,15,15,13,8,9,0.449
11057,7175,9,6,13,8,6,12,0.149
11433,7178,6,14,10,6,8,14,0.15
11433,7180,6,14,10,6,8,14,0.173
11850,7181,11,8,12,8,13,6,0.18
10970,7184,11,12,15,9,5,6,0.18
9810,7185,14,5,13,13,8,13,0.178
14510,7187,5,13,15,5,6,10,0.169
17677,7195,9,10,5,5,7,11,0.146
17712,7200,13,15,10,12,7,5,0.18
2995,7202,10,13,6,8,6,13,0.19
9315,7205,14,10,8,9,6,12,0.19
11838,7206,8,10,7,10,7,5,0.15
2314,7213,6,9,8,8,15,14,0.32
28101,7215,11,9,11,7,5,10,0.148
6822,7217,6,15,10,13,8,6,0.214
14031,7218,9,7,13,15,7,9,0.2
15908,7219,11,5,6,14,11,11,0.015
16220,7220,5,5,6,13,7,8,0.15
13640,7226,11,14,14,14,13,12,0.5
6668,7230,13,5,7,15,13,14,0.2
15908,7231,11,5,6,14,11,11,0.154
2945,7237,7,10,15,13,7,13,0.19
11893,7238,10,7,13,7,7,7,0.159
5842,7242,8,12,5,14,6,15,0.155
9959,7252,5,15,13,9,5,8,0.1
9959,7256,5,15,13,9,5,8,0.15
8383,7257,13,6,9,8,15,10,0.185
17864,7264,9,15,15,8,12,13,0.4
18411,7270,6,15,10,9,14,12,0.32
16726,7272,10,8,10,14,5,13,0.148
17712,7274,13,15,10,12,7,5,0.203
3248,7276,12,13,10,12,9,11,0.35
9959,7277,5,15,13,9,5,8,0.148
807,7281,14,16,7,9,11,7,0.37
3615,7284,11,9,13,9,6,11,0.21
15342,7288,6,12,14,8,9,9,0.171
12111,7294,11,15,7,9,12,12,0.25
16726,7298,10,8,10,14,5,13,0.159
30847,7301,8,14,9,7,5,15,0.3
7533,7304,14,5,6,5,7,10,0.133
11376,7319,8,10,15,11,6,11,0.194
5739,7328,8,15,11,14,12,5,0.22
17712,7335,13,15,10,12,7,5,0.25
17677,7348,9,10,5,5,7,11,0.15
15871,7349,9,8,15,5,6,6,0.15
33603,7351,11,5,5,5,6,5,0.15
8239,7356,6,7,10,8,8,11,0.13
68,7358,6,6,7,8,8,8,0.15
17903,7361,12,13,6,11,13,5,0.26
83,7363,6,9,11,9,11,9,0.22
8761,7367,12,15,10,11,14,6,0.31
18276,7373,11,5,12,9,6,14,0.15
39395,7374,8,7,8,12,11,14,0.2
44887,7378,12,10,10,12,15,11,0.5
16683,7379,11,9,11,10,8,11,0.19
5164,7380,13,5,11,10,6,11,0.149
3457,7384,5,10,10,8,8,8,0.18
16198,7408,11,10,11,11,8,11,0.25
47059,7415,13,9,15,12,12,11,0.35
28216,7422,12,14,7,12,13,14,0.29
14931,7423,11,15,13,7,13,12,0.33
11726,7430,12,15,5,11,13,14,0.12
17471,7434,11,13,14,9,8,6,0.2
37168,7435,10,9,8,14,10,6,0.18
8239,7436,6,7,10,8,8,11,0.144
11726,7437,12,15,5,11,13,14,0.29
8239,7439,6,7,10,8,8,11,0.164
28093,7440,9,10,11,8,8,12,0.18
48208,7442,7,13,12,11,6,11,0.16
41430,7450,11,13,7,13,12,12,0.3
9452,7456,11,14,6,11,7,13,0.211
43936,7457,11,16,8,6,6,7,0.2
16677,7458,12,13,13,14,11,13,0.4
17927,7469,15,15,14,14,6,11,0.38
25210,7472,10,10,5,15,11,13,0.2
18040,7474,11,11,12,15,15,12,0.42
9810,7477,14,5,13,13,8,13,0.18
25229,7480,8,13,7,11,14,14,0.3
17204,7484,6,9,15,12,6,8,0.145
10148,7489,5,5,5,9,7,11,0.14
23037,7490,6,6,13,8,11,6,0.155
9959,7492,5,15,13,9,5,8,0.17
9959,7496,5,15,13,9,5,8,0.19
17854,7499,9,12,15,14,12,8,0.3
35363,7502,15,15,7,9,11,14,0.33
46881,7501,13,7,10,15,7,15,0.18
13207,7509,10,14,11,5,7,7,0.2
40066,7512,12,12,11,12,11,5,0.29
13085,7513,13,10,7,12,9,9,0.21
15255,7516,5,7,9,7,8,7,0.15
10584,7526,5,8,6,7,9,15,0.157
18938,7527,5,15,6,13,5,5,0.2
8923,7529,6,7,9,13,8,15,0.158
6725,7535,14,13,10,7,15,6,0.3
15549,7540,9,15,15,13,6,10,0.29
8287,7543,8,15,9,9,7,7,0.165
19115,7546,15,9,14,9,8,5,0.18
9810,7551,14,5,13,13,8,13,0.17
46881,7553,13,7,10,15,7,15,0.21
2952,7554,7,13,11,11,13,13,0.29
25006,7559,6,7,11,5,5,13,0.144
49094,7561,15,5,5,5,7,10,0.12
23156,7574,9,5,7,7,13,12,0.18
28741,7582,13,15,11,11,15,11,0.9
20626,7585,5,7,10,8,14,13,0.13
9854,7592,11,14,11,10,13,5,0.3
7533,7596,14,5,6,5,7,10,0.124
13369,7599,9,12,5,5,11,11,0.18
7325,7608,10,15,11,6,10,13,0.23
1002,7621,5,11,15,14,5,9,0.15
11196,7628,5,10,11,7,7,11,0.18
13417,7635,6,15,15,11,13,10,0.35
28727,7639,6,13,11,12,13,15,0.4
22088,7640,8,10,12,11,5,14,0.147
18021,7647,15,8,11,9,5,14,0.16
18021,7653,15,8,11,9,5,14,0.19
3188,7655,11,9,6,15,7,10,0.14
17305,7656,13,13,10,5,6,15,0.22
18030,7657,10,11,12,10,7,11,0.2
17873,7658,10,8,5,14,14,8,0.16
3734,7659,9,15,14,7,14,10,0.2
3734,7664,9,15,14,7,14,10,0.3
24728,7665,11,8,5,10,11,7,0.14
3188,7667,11,9,6,15,7,10,0.2
17873,7668,10,8,5,14,14,8,0.19
24728,7671,11,8,5,10,11,7,0.16
48229,7673,8,15,10,11,10,5,0.24
20151,7674,11,12,11,8,7,14,0.2
7533,7680,14,5,6,5,7,10,0.149
19659,7684,11,6,6,12,15,8,0.15
2563,7685,15,11,7,11,14,11,0.28
13513,7686,11,15,12,15,13,8,0.3
8390,7688,11,8,10,13,14,8,0.2
13513,7691,11,15,12,15,13,8,0.39
2714,7692,11,10,15,6,14,9,0.199
2714,7699,11,10,15,6,14,9,0.274
15018,7704,15,13,15,6,13,13,0.4
21535,7709,5,15,13,14,6,14,0.295
26168,7710,8,14,15,13,8,15,0.404
20151,7711,11,12,11,8,7,14,0.23
16438,7716,15,6,14,13,14,15,0.18
21551,7721,10,13,15,8,6,14,0.27
14763,7724,12,6,11,6,9,11,0.138
14763,7727,12,6,11,6,9,11,0.18
16854,7728,5,11,12,9,11,11,0.23
20626,7730,5,7,10,8,14,13,0.175
9828,7737,11,11,13,5,13,8,0.25
3026,7738,7,13,9,13,5,5,0.17
3496,7739,12,9,10,9,7,11,0.184
45,7741,8,12,10,9,5,15,0.7
8390,7760,11,8,10,13,14,8,0.26
24934,7761,8,15,8,11,13,12,0.3
8191,7765,8,13,9,12,5,10,0.179
29972,7766,15,13,8,12,6,9,0.21
16438,7767,15,6,14,13,14,15,0.26
8924,7768,8,5,13,13,12,12,0.11
17482,7769,5,13,9,11,12,8,0.16
8924,7770,8,5,13,13,12,12,0.16
18040,7773,11,11,12,15,15,12,0.69
11120,7779,12,8,7,9,7,13,0.12
10603,7781,15,13,14,12,8,12,0.32
10395,7783,11,15,15,13,7,5,0.24
15496,7784,11,15,10,13,5,5,0.16
22743,7786,12,11,9,7,8,8,0.158
44068,7791,7,5,6,5,12,12,0.139
15406,7793,6,10,8,13,7,11,0.145
7325,7796,10,15,11,6,10,13,0.28
10603,7797,15,13,14,12,8,12,0.5
20711,7804,12,13,11,10,6,12,0.27
36700,7806,7,15,5,7,10,7,0.265
18423,7809,9,15,15,9,11,6,0.3
12536,7812,10,13,11,8,11,8,0.2
36514,7818,10,8,5,13,14,13,0.14
36514,7819,10,8,5,13,14,13,0.175
36507,7821,13,9,6,6,15,8,0.138
36489,7822,15,13,9,13,8,9,0.14
28574,7824,5,5,11,12,10,13,0.169
36489,7825,15,13,9,13,8,9,0.17
36449,7826,12,12,6,11,11,5,0.143
36449,7829,12,12,6,11,11,5,0.165
10682,7830,5,14,11,11,6,14,0.175
3745,7831,5,5,8,14,7,13,0.145
1036,7832,6,10,12,6,13,9,0.15
21379,7836,5,12,15,12,6,14,0.11
48208,7837,7,13,12,11,6,11,0.18
36514,7844,10,8,5,13,14,13,0.2
43824,7845,11,10,8,9,8,8,0.17
21379,7849,5,12,15,12,6,14,0.2
9020,7852,7,7,14,5,11,13,0.175
28425,7853,8,10,13,11,14,14,0.25
17677,7856,9,10,5,5,7,11,0.149
16791,7858,15,9,11,13,12,5,0.194
20577,7860,5,9,6,12,12,10,0.155
43944,7862,14,9,8,9,14,15,0.3
16791,7864,15,9,11,13,12,5,0.23
11396,7868,13,7,12,10,14,15,0.25
10544,7872,10,15,14,7,13,13,0.34
7232,7874,11,8,9,9,11,13,0.148
1036,7876,6,10,12,6,13,9,0.174
7232,7877,11,8,9,9,11,13,0.22
6052,7878,8,8,5,5,14,5,0.15
6789,7882,12,12,11,14,10,8,0.3
9143,7886,15,12,6,11,13,5,0.2
6796,7893,7,11,5,5,14,7,0.17
7653,7894,11,13,13,11,11,10,0.39
3422,7896,10,13,9,9,12,10,0.24
60,7901,11,13,11,9,5,14,0.222
60,7902,11,13,11,9,5,14,0.29
17482,7903,5,13,9,11,12,8,0.194
20577,7904,5,9,6,12,12,10,0.165
17907,7906,11,11,9,14,10,11,0.304
36507,7911,13,9,6,6,15,8,0.154
27579,7913,5,12,6,8,13,6,0.199
11836,7914,9,12,15,10,5,8,0.16
9591,7916,6,6,7,14,16,12,0.179
9528,7919,12,14,14,11,15,6,0.48
10770,7921,14,8,5,8,12,11,0.2
2428,7925,5,7,15,14,9,12,0.2
2421,7928,9,5,11,11,8,15,0.18
9808,7931,11,5,11,13,12,13,0.19
17432,7932,11,8,9,13,7,14,0.2
36507,7935,13,9,6,6,15,8,0.17
2433,7937,6,12,10,5,7,8,0.15
11239,7936,9,15,11,13,5,7,0.185
2468,7943,11,7,7,10,7,13,0.159
11120,7946,12,8,7,9,7,13,0.153
15406,7947,6,10,8,13,7,11,0.163
28132,7949,11,15,15,6,14,15,0.55
6893,7951,7,13,15,14,8,6,0.212
2462,7954,8,15,10,9,8,5,0.222
2466,7955,8,12,9,8,10,5,0.159
2456,7956,11,15,6,5,11,13,0.222
2464,7958,12,6,11,9,7,6,0.159
2467,7961,14,9,15,12,7,14,0.21
2455,7962,11,5,13,5,11,8,0.159
2459,7964,15,10,10,8,12,14,0.21
2851,7965,14,6,12,8,6,5,0.1
2469,7966,9,9,5,10,15,14,0.21
2457,7967,11,10,9,9,9,10,0.179
2461,7969,6,5,11,8,5,7,0.159
2458,7970,6,10,5,11,13,15,0.21
2463,7972,7,15,9,12,15,7,0.289
2851,7977,14,6,12,8,6,5,0.134
9808,7980,11,5,11,13,12,13,0.242
48205,7982,14,5,12,15,14,8,0.22
4892,7984,13,9,6,11,10,8,0.2
18351,7988,13,12,10,15,11,12,0.43
2973,7992,14,6,10,7,7,8,0.1
15610,7993,11,5,12,12,15,5,0.35
2973,7997,14,6,10,7,7,8,0.134
7311,7999,11,15,6,10,5,8,0.18
26781,8000,10,15,14,8,13,10,0.25
9810,8001,14,5,13,13,8,13,0.174
10538,8006,5,12,13,13,13,8,0.3
16859,8009,10,15,11,11,6,11,0.133
38068,8010,7,7,6,6,13,10,0.169
2848,8013,14,13,6,11,7,8,0.144
16859,8014,10,15,11,11,6,11,0.185
28629,8016,11,8,12,14,13,12,0.274
21949,8020,14,5,15,14,13,12,0.314
8662,8022,13,7,13,5,8,14,0.184
2852,8023,12,7,15,6,5,10,0.144
28049,8026,11,10,13,14,8,5,0.194
10925,8035,15,5,15,13,14,11,0.135
22382,8037,11,11,9,13,8,6,0.12
2107,8039,5,15,8,8,5,9,0.169
10925,8040,15,5,15,13,14,11,0.225
22382,8041,11,11,9,13,8,6,0.148
11577,8046,9,11,14,14,10,15,0.35
17813,8048,12,15,11,11,6,6,0.2
28226,8052,10,5,8,13,7,15,0.133
18010,8053,6,16,6,12,10,13,0.3
13682,8054,13,13,10,10,13,14,0.349
11004,8057,6,7,13,10,12,10,0.13
10925,8059,15,5,15,13,14,11,0.294
13291,8066,6,15,15,6,8,11,0.2
11414,8076,6,12,7,11,7,11,0.132
11414,8077,6,12,7,11,7,11,0.017
28226,8082,10,5,8,13,7,15,0.17
46330,8084,8,15,6,8,14,8,0.22
11414,8085,6,12,7,11,7,11,0.16
22368,8089,12,12,14,6,15,5,0.3
1002,8093,5,11,15,14,5,9,0.175
2848,8099,14,13,6,11,7,8,0.175
15908,8101,11,5,6,14,11,11,0.17
2538,8102,12,7,7,13,10,14,0.2
45905,8104,8,15,13,8,9,15,0.3
18106,8105,12,13,12,10,15,12,0.5
17041,8106,15,15,15,11,8,11,0.53
3361,8107,11,8,13,13,13,10,0.19
3052,8108,10,15,13,5,12,15,0.41
1809,8109,15,6,10,14,12,14,0.19
1809,8110,15,6,10,14,12,14,0.225
49094,8111,15,5,5,5,7,10,0.131
11004,8112,6,7,13,10,12,10,0.156
3361,8113,11,8,13,13,13,10,0.225
31775,8114,8,15,13,11,7,11,0.25
27068,8119,8,12,11,14,8,7,0.18
3295,8120,11,5,11,13,5,5,0.15
27403,8121,5,10,6,5,11,9,0.18
17707,8122,12,6,12,6,9,13,0.16
27528,8125,12,9,7,12,13,13,0.18
21654,8127,5,12,11,15,7,15,0.22
10213,8130,10,15,12,6,5,14,0.195
17170,8138,9,12,14,13,11,15,0.21
3481,8139,15,6,5,12,13,14,0.19
27563,8142,6,13,6,11,13,8,0.2
16451,8148,5,12,7,7,7,11,0.15
26238,8152,12,6,15,11,11,10,0.175
18357,8159,5,15,13,5,7,14,0.2
17170,8160,9,12,14,13,11,15,0.274
7247,8166,10,8,13,7,11,7,0.17
46358,8167,11,7,15,13,12,14,0.26
16628,8168,9,9,6,11,9,5,0.15
36507,8169,13,9,6,6,15,8,0.234
11779,8172,6,5,15,14,7,14,0.147
16532,8175,5,6,5,5,12,8,0.14
11779,8176,6,5,15,14,7,14,0.175
11389,8179,12,12,11,14,8,11,0.412
17150,8180,6,15,13,5,10,14,0.22
7599,8184,10,15,9,13,5,13,0.2
24877,8185,12,13,6,14,7,5,0.165
7599,8187,10,15,9,13,5,13,0.3
2469,8194,9,9,5,10,15,14,0.244
11414,8195,6,12,7,11,7,11,0.143
22003,8198,10,5,6,7,7,5,0.143
27134,8204,15,14,13,13,12,11,0.69
48208,8206,7,13,12,11,6,11,0.22
14717,8207,12,12,13,11,5,5,0.16
7544,8212,14,8,16,9,8,11,0.15
7544,8214,14,8,16,9,8,11,0.22
13071,8219,12,7,14,8,7,7,0.15
9315,8220,14,10,8,9,6,12,0.23
3258,8223,10,9,11,9,6,8,0.167
20801,8231,10,5,13,11,14,8,0.16
17567,8233,15,14,13,7,14,9,0.25
14717,8234,12,12,13,11,5,5,0.195
17567,8235,15,14,13,7,14,9,0.3
9353,8241,14,8,9,5,7,15,0.147
11414,8244,6,12,7,11,7,11,0.18
22608,8245,7,14,6,6,6,16,0.25
11836,8248,9,12,15,10,5,8,0.184
8270,8250,11,5,5,5,6,6,0.14
20801,8251,10,5,13,11,14,8,0.244
14006,8255,10,13,14,11,10,8,0.25
48397,8258,12,5,5,13,11,9,0.18
17972,8259,11,10,13,5,14,15,0.25
18719,8260,5,8,11,5,6,8,0.13
17972,8261,11,10,13,5,14,15,0.3
11836,8263,9,12,15,10,5,8,0.195
27273,8266,10,13,15,15,8,12,0.37
3307,8267,13,9,5,12,5,14,0.12
2455,8269,11,5,13,5,11,8,0.179
12254,8272,11,10,10,9,13,10,0.244
12254,8273,11,10,10,9,13,10,0.28
14346,8276,10,13,6,5,15,13,0.22
11893,8279,10,7,13,7,7,7,0.149
18351,8290,13,12,10,15,11,12,0.49
3307,8292,13,9,5,12,5,14,0.144
11910,8294,14,9,6,5,6,14,0.15
11920,8295,6,15,7,11,7,10,0.2
8340,8296,9,6,14,14,6,8,0.13
3307,8298,13,9,5,12,5,14,0.19
11516,8301,5,5,13,7,7,14,0.3
8340,8302,9,6,14,14,6,8,0.144
16918,8303,11,8,10,9,12,15,0.165
16918,8305,11,8,10,9,12,15,0.19
16918,8307,11,8,10,9,12,15,0.235
3606,8310,10,12,14,12,6,15,0.5
14346,8312,10,13,6,5,15,13,0.25
2468,8314,11,7,7,10,7,13,0.19
9705,8319,8,9,7,11,8,13,0.175
43824,8322,11,10,8,9,8,8,0.185
17927,8323,15,15,14,14,6,11,0.45
25357,8328,6,13,13,5,15,7,0.22
15549,8330,9,15,15,13,6,10,0.27
8287,8333,8,15,9,9,7,7,0.18
33913,8335,15,15,12,5,11,8,0.25
18064,8337,13,13,8,7,7,6,0.029
16859,8339,10,15,11,11,6,11,0.25
33913,8344,15,15,12,5,11,8,0.28
22193,8346,9,5,14,12,5,13,0.135
33918,8347,6,13,7,6,12,11,0.22
22193,8348,9,5,14,12,5,13,0.16
8287,8352,8,15,9,9,7,7,0.18
18064,8353,13,13,8,7,7,6,0.144
25400,8355,15,8,13,12,10,13,0.26
4793,8356,10,14,14,14,9,9,0.35
5418,8360,11,14,7,5,12,5,0.22
7313,8365,6,9,11,12,12,12,0.14
33921,8369,12,9,6,11,13,14,0.24
25357,8370,6,13,13,5,15,7,0.204
7313,8371,6,9,11,12,12,12,0.19
18064,8374,13,13,8,7,7,6,0.175
33923,8375,13,10,9,12,12,13,0.24
33923,8377,13,10,9,12,12,13,0.3
22193,8378,9,5,14,12,5,13,0.17
25400,8380,15,8,13,12,10,13,0.28
2656,8382,6,12,8,14,9,15,0.21
10115,8384,5,12,7,7,10,13,0.165
21535,8385,5,15,13,14,6,14,0.35
16677,8386,12,13,13,14,11,13,0.45
20838,8387,8,13,11,8,15,9,0.21
18869,8390,5,15,6,9,7,5,0.165
25400,8391,15,8,13,12,10,13,0.31
18106,8396,12,13,12,10,15,12,0.73
2656,8398,6,12,8,14,9,15,0.23
21809,8404,12,6,15,9,6,12,0.18
20838,8405,8,13,11,8,15,9,0.244
13546,8407,8,6,6,7,7,8,0.13
24362,8408,7,8,8,5,5,7,0.149
2421,8412,9,5,11,11,8,15,0.15
2421,8413,9,5,11,11,8,15,0.175
21809,8414,12,6,15,9,6,12,0.205
10115,8416,5,12,7,7,10,13,0.18
15643,8417,6,6,15,7,8,9,0.16
12302,8421,11,8,8,8,7,11,0.158
9702,8424,11,6,13,11,7,15,0.23
2973,8425,14,6,10,7,7,8,0.154
25399,8426,12,9,14,14,8,13,0.22
16177,8433,13,12,13,13,10,6,0.18
8821,8434,6,9,14,6,5,7,0.156
12721,8435,7,16,9,16,16,8,0.55
46358,8436,11,7,15,13,12,14,0.55
16177,8437,13,12,13,13,10,6,0.2
14748,8441,11,11,15,8,7,14,0.2
8923,8442,6,7,9,13,8,15,0.169
22577,8444,5,13,13,14,6,10,0.2
28101,8449,11,9,11,7,5,10,0.163
16154,8450,10,14,12,11,7,11,0.33
11413,8451,11,15,9,12,5,5,0.18
29142,8454,10,9,12,7,12,8,0.189
13085,8458,13,10,7,12,9,9,0.241
22088,8461,8,10,12,11,5,14,0.2
11203,8465,15,5,13,11,8,7,0.18
12096,8466,14,10,7,13,10,11,0.25
15866,8471,8,6,13,15,7,8,0.145
16661,8476,6,5,10,5,8,13,0.15
12096,8481,14,10,7,13,10,11,0.295
28567,8491,15,7,13,12,14,15,0.52
30233,8493,7,6,7,10,6,8,0.199
12914,8498,11,7,11,5,8,7,0.149
22545,8500,9,9,14,11,13,10,0.25
28101,8501,11,9,11,7,5,10,0.16
36449,8505,12,12,6,11,11,5,0.275
5268,8506,15,7,6,5,7,10,0.14
15866,8508,8,6,13,15,7,8,0.16
134,8509,9,6,15,5,12,8,0.29
7537,8514,6,13,11,12,5,12,0.149
17875,8519,5,15,5,12,5,13,0.2
9945,8529,7,15,6,5,10,14,0.35
24658,8532,12,12,6,12,12,11,0.33
17297,8533,6,6,16,13,12,9,0.247
10804,8540,15,13,11,12,10,12,0.5
7897,8542,15,15,15,12,8,5,0.37
8824,8543,11,15,6,12,13,14,0.5
12152,8544,11,13,12,7,8,15,0.276
16661,8545,6,5,10,5,8,13,0.1
16661,8547,6,5,10,5,8,13,0.149
9638,8552,6,13,14,12,15,15,0.5
15549,8556,9,15,15,13,6,10,0.28
28777,8561,9,15,12,5,13,13,0.25
14073,8565,15,13,11,13,14,15,1.0
17249,8573,15,15,6,15,14,12,0.25
7653,8575,11,13,13,11,11,10,0.42
11199,8581,11,12,13,5,5,9,0.15
11199,8583,11,12,13,5,5,9,0.199
10115,8593,5,12,7,7,10,13,0.16
8928,8599,8,5,11,8,13,10,0.35
17249,8607,15,15,6,15,14,12,0.424
19949,8608,12,15,6,5,5,8,0.15
6132,8613,9,10,10,9,15,10,0.25
38068,8615,7,7,6,6,13,10,0.148
28777,8620,9,15,12,5,13,13,0.266
16033,8621,6,5,11,5,5,9,0.14
10115,8623,5,12,7,7,10,13,0.16
24658,8624,12,12,6,12,12,11,0.345
6132,8630,9,10,10,9,15,10,0.294
10115,8637,5,12,7,7,10,13,0.182
15871,8642,9,8,15,5,6,6,0.186
19898,8647,15,12,15,10,14,12,0.6
24714,8648,11,16,14,13,6,9,0.21
15899,8659,14,10,14,9,9,6,0.185
22486,8660,8,12,12,14,15,11,0.3
8272,8662,10,8,11,11,7,11,0.16
22486,8664,8,12,12,14,15,11,0.4
8272,8665,10,8,11,11,7,11,0.19
12302,8666,11,8,8,8,7,11,0.155
12302,8668,11,8,8,8,7,11,0.18
18019,8670,15,5,6,12,13,15,0.18
24955,8675,8,8,6,15,5,9,0.21
3577,8680,12,11,15,10,14,13,0.4
2563,8684,15,11,7,11,14,11,0.34
28101,8687,11,9,11,7,5,10,0.17
18940,8694,5,12,6,9,15,6,0.32
1221,8697,8,9,15,13,6,8,0.2
3902,8699,13,8,8,7,6,5,0.14
3902,8700,13,8,8,7,6,5,0.175
17779,8706,13,5,5,11,14,12,0.1
17779,8711,13,5,5,11,14,12,0.194
9196,8715,6,8,9,14,11,14,0.235
28552,8717,7,14,6,11,8,14,0.2
29565,8727,10,12,15,12,14,8,0.3
36188,8731,6,15,14,11,5,12,0.18
16677,8737,12,13,13,14,11,13,0.502
18317,8738,9,12,5,9,11,8,0.18
2458,8740,6,10,5,11,13,15,0.171
2458,8744,6,10,5,11,13,15,0.2
15518,8749,6,8,13,11,13,10,0.192
31771,8765,11,5,14,12,5,11,0.145
6870,8766,13,14,7,10,9,11,0.26
2458,8767,6,10,5,11,13,15,0.234
17260,8771,12,15,7,8,7,6,0.18
46354,8773,10,13,5,9,15,5,0.29
3037,8784,12,10,11,10,11,15,0.3
17286,8785,5,8,7,5,7,11,0.14
17588,8791,6,5,14,6,6,10,0.14
16854,8806,5,11,12,9,11,11,0.254
35621,8811,13,14,12,12,7,15,0.25
35621,8815,13,14,12,12,7,15,0.32
36188,8825,6,15,14,11,5,12,0.26
9430,8830,6,6,8,9,8,6,0.155
6717,8831,15,12,11,7,13,10,0.24
18019,8834,15,5,6,12,13,15,0.3
24714,8836,11,16,14,13,6,9,0.29
3071,8845,11,8,6,14,11,10,0.16
14229,8849,8,8,15,15,7,7,0.179
6717,8848,15,12,11,7,13,10,0.285
2606,8850,10,7,15,9,5,14,0.171
15524,8857,9,8,9,14,15,13,0.4
8493,8862,9,16,13,14,8,9,0.3
14229,8868,8,8,15,15,7,7,0.172
14229,8871,8,8,15,15,7,7,0.188
4210,8879,6,11,13,5,11,5,0.2
22562,8880,11,8,6,13,14,13,0.22
6984,8882,10,7,12,7,6,13,0.188
13261,8884,8,8,11,8,5,8,0.14
11153,8887,10,5,11,14,13,12,0.26
17170,8893,9,12,14,13,11,15,0.35
47481,8895,10,6,10,6,7,14,0.16
28552,8896,7,14,6,11,8,14,0.19
3037,8897,12,10,11,10,11,15,0.365
9685,8898,14,5,6,10,15,9,0.21
2606,8899,10,7,15,9,5,14,0.14
10913,8911,11,13,9,5,13,7,0.2
15982,8913,5,13,12,10,12,8,0.19
15982,8914,5,13,12,10,12,8,0.234
22456,8919,8,5,12,14,12,10,0.2
1796,8920,13,6,11,11,13,5,0.18
1796,8922,13,6,11,11,13,5,0.214
6661,8923,8,10,12,13,8,5,0.18
12367,8931,6,16,8,11,11,9,0.25
18091,8944,5,10,15,11,13,10,0.25
421,8945,8,11,11,8,14,9,0.18
14717,8953,12,12,13,11,5,5,0.198
17249,8957,15,15,6,15,14,12,0.68
3128,8961,15,12,8,12,7,10,0.19
431,8963,8,11,12,14,7,5,0.16
431,8974,8,11,12,14,7,5,0.182
3128,8979,15,12,8,12,7,10,0.222
28690,8982,15,15,11,14,8,10,0.4
16494,8987,13,15,7,11,6,8,0.18
2606,8998,10,7,15,9,5,14,0.18
177,9009,9,8,11,12,7,14,0.215
600,9010,15,10,9,14,7,7,0.215
674,9012,12,13,13,5,13,14,0.225
15442,9013,7,16,9,13,9,9,0.185
22073,9015,14,15,9,5,12,10,0.22
22077,9016,9,8,13,8,5,8,0.14
22081,9021,5,15,8,13,6,5,0.145
153,9023,12,8,6,9,11,13,0.2
22068,9026,9,9,8,5,5,5,0.107
22068,9028,9,9,8,5,5,5,0.149
412,9034,5,5,15,14,14,7,0.23
418,9035,14,13,10,8,15,8,0.25
10949,9038,13,16,14,16,8,12,0.6
674,9042,12,13,13,5,13,14,0.35
8923,9043,6,7,9,13,8,15,0.175
6827,9059,6,7,6,10,6,8,0.08
48308,9063,11,8,13,11,5,11,0.179
15049,9065,12,6,6,14,6,9,0.051
11540,9076,7,13,14,12,7,9,0.2
6806,9078,9,5,13,8,10,12,0.16
3220,9079,7,14,10,15,6,16,0.25
9020,9082,7,7,14,5,11,13,0.15
15406,9089,6,10,8,13,7,11,0.16
6714,9093,9,9,6,13,6,11,0.13
12365,9095,14,5,9,11,15,11,0.15
46271,9096,9,8,14,5,7,12,0.12
12365,9099,14,5,9,11,15,11,0.2
16979,9105,9,12,9,10,10,15,0.25
6714,9108,9,9,6,13,6,11,0.154
38068,9111,7,7,6,6,13,10,0.152
25882,9112,10,6,15,6,15,16,0.25
28551,9115,8,5,13,8,6,10,0.14
15049,9119,12,6,6,14,6,9,0.134
326,9124,11,15,10,7,5,8,0.24
17168,9127,8,6,13,5,14,8,0.19
7825,9133,8,5,13,8,10,11,0.145
10951,9145,9,14,9,14,11,8,0.24
16005,9148,6,9,9,12,7,10,0.1
21185,9154,15,5,11,12,14,8,0.28
18040,9158,11,11,12,15,15,12,0.58
8390,9160,11,8,10,13,14,8,0.25
16907,9163,15,11,13,9,6,5,0.17
8167,9171,6,15,8,9,11,7,0.18
581,9172,11,15,13,9,14,12,0.34
7267,9173,13,5,15,14,6,13,0.19
24362,9174,7,8,8,5,5,7,0.12
9828,9176,11,11,13,5,13,8,0.189
5685,9177,14,5,15,12,12,5,0.16
5685,9178,14,5,15,12,12,5,0.195
7267,9181,13,5,15,14,6,13,0.24
13641,9183,10,15,10,5,7,10,0.2
15610,9186,11,5,12,12,15,5,0.14
15610,9189,11,5,12,12,15,5,0.19
15610,9192,11,5,12,12,15,5,0.22
7557,9195,12,11,8,16,15,14,0.25
581,9198,11,15,13,9,14,12,0.35
7557,9202,12,11,8,16,15,14,0.464
22073,9208,14,15,9,5,12,10,0.294
48205,9209,14,5,12,15,14,8,0.3
12721,9212,7,16,9,16,16,8,0.6
16871,9213,8,13,7,9,12,10,0.2
5685,9218,14,5,15,12,12,5,0.21
25012,9232,11,7,11,8,15,6,0.159
25768,9239,15,8,13,8,6,6,0.149
15899,9244,14,10,14,9,9,6,0.232
15431,9246,8,12,5,10,8,7,0.17
5710,9248,6,5,5,14,10,5,0.16
48256,9253,15,16,16,12,9,6,0.15
15679,9255,6,9,6,5,10,14,0.15
25012,9259,11,7,11,8,15,6,0.17
25012,9262,11,7,11,8,15,6,0.188
